nb_people,total_time_to_work,emissions,walkers,bikers,TPG_users,car_users,tax_sum
31135,37935575.23806424,35205.260851972074,5359,4279,8750,12741,202700.63264716335
31141,38060721.86029166,34537.63007116781,5393,4358,8811,12573,202386.29672887022
31147,38013805.50387718,34585.24910403597,5404,4327,8853,12557,202156.3572079583
31153,37936373.22133967,34612.62400273095,5412,4251,8879,12605,201985.01548569664
31159,38190049.01719768,34105.84528703276,5491,4224,8912,12526,201787.03564567407
31165,38108556.889857635,33738.35386082376,5436,4317,9029,12377,201543.4328613884
31171,38005746.05986967,33630.96755079744,5484,4304,8991,12386,201262.46516194099
31177,38067237.37335923,33611.89830196033,5544,4238,8939,12450,201042.4425209498
31183,38155827.05916968,33215.303465682424,5533,4312,9043,12289,200815.1447971344
31189,38078221.149916545,33134.63212592299,5559,4387,8890,12347,200602.97463570122
31195,38128227.276149444,32799.10464601821,5566,4281,9024,12318,200223.2185383316
31201,38213430.79307528,32321.055358676495,5690,4194,9160,12151,199886.14078894057
31207,38130966.311323516,32407.680922289197,5641,4316,9060,12184,199707.12125358416
31213,38363702.30178348,32046.523225653462,5727,4298,9097,12085,199510.85050395754
31219,38500125.937098764,31708.070459399845,5793,4293,9120,12007,199237.27563501374
31225,38242556.700454764,31513.202609477386,5737,4359,9093,12030,199034.09559765868
31231,37980897.33946292,31421.362228846625,5704,4302,9124,12095,198808.30836967405
31237,38179047.76211333,31071.34807892369,5748,4404,9171,11908,198568.58088178787
31243,38168232.61934186,30831.405250679156,5758,4393,9182,11904,198261.0445849862
31249,38140572.7879603,30933.71643541966,5792,4302,9112,12037,197909.63757846958
31255,38099655.142017536,30734.795272986805,5795,4397,9135,11922,197713.57633155392
31261,38106047.89396499,30337.09264126978,5820,4327,9209,11899,197394.76720892574
31267,38341330.12094216,30151.34929339547,5921,4275,9185,11880,197143.9726338923
31273,38300396.39978761,29825.200478483403,5917,4379,9211,11760,196897.0810580497
31279,38113004.75919261,30820.664729245895,5947,4331,8933,12062,162534.43548240603
31285,37967791.64050745,30534.081882331833,5930,4444,8944,11961,162486.19863521302
31291,38031537.64321207,30946.06591700443,5984,4354,8895,12052,162408.08642240748
31297,38201850.53718698,30803.5214015606,6041,4383,8878,11989,162300.03528148678
31303,37918301.225222684,30609.8839651352,5976,4390,8929,12002,162209.27123103305
31309,38134783.94907865,30727.470018211527,6041,4304,8898,12060,162131.06330192278
31315,37885308.5454408,30710.917730177658,6006,4337,8848,12118,162097.2548181468
31321,38408020.690971605,30386.786504738266,6109,4388,8955,11863,162029.02434147708
31327,38170655.76293643,30434.36560965145,6040,4410,8964,11907,161963.50575127886
31333,37969453.81871314,30280.130268614,6009,4413,9031,11874,161866.26306320846
31339,38179365.05985315,30190.931301714194,6074,4466,8900,11893,161772.79734080788
31345,38289388.42632834,29932.59780771731,6115,4420,9031,11773,161656.2459768103
31351,37987205.35329656,30031.451773103225,6024,4476,8950,11895,161584.6548969321
31357,38341927.50280827,30170.69767632516,6147,4312,8928,11964,161488.9100627934
31363,38247937.47460996,30237.507026854917,6146,4290,8959,11962,161372.36870869072
31369,38478334.64366765,29674.945379011264,6239,4367,8947,11810,161273.37931276747
31375,38258187.61738532,29502.235445348488,6118,4445,9045,11761,161219.268061697
31381,38233898.821742035,29322.834791227862,6207,4411,8999,11758,161150.2840524561
31387,38475057.865261994,28916.47954628358,6242,4494,8945,11700,161106.73781219797
31393,38419245.80339904,28830.24076731824,6273,4403,9037,11674,161030.32858711932
31399,38524954.437613405,28425.487834821153,6321,4464,9076,11532,160934.38582954844
31405,37965181.89631021,28940.66599986386,6217,4400,8935,11847,160832.3712472391
31411,38473544.46176442,28028.254396581902,6309,4389,9165,11542,160749.95552971103
31417,38402408.89202699,28011.532423251785,6338,4443,9122,11508,160625.61660109006
31423,38536591.776218764,27790.491578340803,6411,4301,9156,11549,160563.28751396635
31429,38284951.09758557,27761.97822654427,6308,4477,9130,11508,160473.017297158
31435,38648243.542016976,27282.209242210607,6412,4530,9174,11313,160371.5109066372
31441,38322984.56779885,27403.60446472736,6375,4393,9141,11526,160279.76126949707
31447,38480881.04428695,27154.25253116196,6423,4434,9165,11419,160146.84938110373
31453,38440573.42965743,26731.7031224197,6405,4498,9270,11274,160074.57948472447
31459,38548078.02805434,26724.79098552509,6458,4508,9120,11367,160026.39855161414
31465,38644472.62990261,26439.88435100119,6565,4417,9203,11274,159936.7579400522
31471,38616476.97534709,26184.268591648775,6559,4446,9246,11214,159863.84491014996
31477,38730701.2092002,25927.3396045952,6615,4365,9357,11134,159781.45172888218
31483,38576657.00208632,25947.190150542836,6597,4452,9198,11230,159690.56694410022
31489,38040911.40589267,25812.22294064846,6415,4500,9271,11297,159594.30312359182
31495,38573153.925000586,25765.338199811235,6688,4460,9100,11241,159519.44423155635
31501,38080265.15817356,25364.642470115683,6500,4545,9283,11167,159430.19468954895
31507,38767932.42989318,24909.876664714386,6700,4401,9425,10975,159338.46372247615
31513,38675856.01855077,24707.74220929283,6694,4497,9299,11017,159249.27997670358
31519,38695635.00242703,24809.243034762734,6746,4547,9201,11019,159175.20209568663
31525,38574668.29912673,24637.85113575698,6717,4530,9239,11033,159086.3421423736
31531,38593392.353000656,24380.835024217024,6750,4417,9401,10957,159019.3597256279
31537,38696159.796313114,24045.667338023075,6785,4507,9367,10872,158954.59023643486
31543,38952780.25841062,23806.515553842186,6867,4446,9411,10813,158904.21670897762
31549,38903649.72811028,23649.660872066772,6867,4446,9320,10910,158853.135818238
31555,38842451.34352501,23391.741568617505,6836,4604,9422,10687,158766.00892568487
31561,38506194.19508727,23414.011121398285,6764,4540,9365,10886,158697.81944108006
31567,38671015.812450014,23138.074862773123,6817,4537,9425,10782,158646.82271770673
31573,38607625.620276414,23196.322585286955,6820,4517,9417,10813,158480.04390892864
31579,38796282.46672361,22629.000268543463,6893,4495,9572,10613,158376.6040948277
31585,38860210.622983485,22619.625891357256,6972,4594,9366,10647,158316.34951270872
31591,38957138.01043156,22578.973053101086,7012,4554,9391,10628,158243.42926690128
31597,39124177.25297623,22072.65297022531,7082,4546,9451,10512,158188.12785504048
31603,38330128.01641905,22129.02815620151,6843,4593,9516,10645,158124.8023202025
31609,39000145.33894774,21889.427964958082,7081,4524,9453,10545,158067.30863879863
31615,38888400.98841148,21677.325556776756,7071,4467,9540,10531,157943.9601272317
31621,38725995.83001429,21560.63504497026,7003,4519,9551,10542,157877.84180534913
31627,38754187.311096884,21075.42345904533,7035,4507,9632,10447,157809.7027626586
31633,39060711.427619025,20927.014178005462,7136,4606,9516,10369,157728.12258470696
31639,38555326.23805639,21921.073054719964,7097,4577,9259,10700,115018.17993246012
31645,38890812.99381591,21291.914587080966,7132,4558,9536,10413,114945.28971602785
31651,38848060.45400053,21547.26693192722,7213,4471,9434,10527,114870.90267579745
31657,38771171.848114535,21352.43715822903,7186,4668,9235,10562,114788.81953944844
31663,38382003.70918866,21364.27884715063,7079,4642,9398,10538,114708.90074053843
31669,38639874.94648551,21261.812751167465,7123,4596,9387,10557,114667.43691193484
31675,38434688.816607624,21293.968782456242,7053,4573,9477,10566,114601.14214551609
31681,39000663.74031072,21115.586724047353,7234,4588,9472,10381,114536.17651117558
31687,38716138.07936171,21290.777918634518,7154,4601,9341,10585,114480.31996060997
31693,38703841.03898716,21020.78730430602,7179,4603,9490,10415,114393.79931354418
31699,38846988.253363706,21157.84303510628,7182,4733,9275,10503,114326.13541661254
31705,38550656.428431414,21204.029453557647,7124,4690,9371,10514,114248.31311770157
31711,38927506.42837808,20994.609859124685,7250,4527,9446,10482,114150.09669900365
31717,38874111.93124613,20859.69115074561,7193,4571,9584,10363,114077.66511791453
31723,38778022.35259985,20953.283157323476,7245,4547,9471,10454,114010.26896494192
31729,38949386.14893824,20637.544748991368,7260,4621,9519,10323,113933.78431674012
31735,38961957.69779048,20618.858090811045,7301,4668,9443,10317,113846.85349435886
31741,38894137.582890585,20836.86543583178,7309,4598,9302,10526,113782.42628203103
31747,38926504.99541747,20104.81573145502,7295,4546,9560,10340,113724.16926238233
31753,38925451.636566445,19864.75531894293,7251,4758,9489,10249,113656.04591705691
31759,38818409.87527898,19928.979059433346,7275,4674,9544,10260,113571.8047353938
31765,38985221.34472755,19696.778403193784,7347,4762,9418,10232,113513.30784365755
31771,38750739.6576214,19635.55966559061,7350,4572,9570,10273,113461.11855254076
31777,39022007.31936054,19092.941672131074,7483,4570,9605,10113,113397.35936111126
31783,38868874.60935079,19237.787839471523,7403,4609,9470,10295,113354.87364655975
31789,39212125.652926534,18831.892863357753,7546,4646,9509,10082,113280.83925774363
31795,39232514.77965963,18549.188874684074,7610,4720,9506,9953,113230.25941543697
31801,39049116.37505425,18553.25307651607,7576,4735,9475,10009,113164.45465339653
31807,39057682.36375548,18271.83648195543,7599,4651,9536,10015,113100.59503812857
31813,39291423.33815234,18116.84042857727,7686,4709,9389,10023,113021.89325897978
31819,38793634.059307784,17985.717903656918,7536,4738,9551,9988,112948.94471377092
31825,39261452.30127758,17636.29009401076,7711,4598,9662,9848,112896.10492776305
31831,38864582.3965985,17512.33194717479,7584,4738,9616,9887,112827.56614587428
31837,38830362.5051924,17405.592649324673,7632,4670,9673,9856,112758.41645605545
31843,39398831.573156044,17103.546688093367,7777,4690,9605,9765,112692.56514968432
31849,39098118.4197772,16729.605794545336,7690,4788,9744,9621,112647.46611454106
31855,39220821.20674292,16844.47782186045,7818,4675,9574,9782,112603.32385769792
31861,38944434.6244783,16695.919375665842,7775,4735,9655,9690,112539.24860770903
31867,39099065.837075904,16454.388725975652,7797,4703,9678,9683,112483.80124394718
31873,39005976.408206224,16199.879145443532,7793,4647,9731,9696,112419.25642295068
31879,39015050.92909742,16018.189303178096,7847,4693,9710,9623,112389.24989305298
31885,38955308.89763808,15902.26187628139,7832,4730,9666,9651,112341.55400870842
31891,39032523.913030684,15510.504866399475,7860,4759,9731,9535,112313.16141378824
31897,39429649.403574884,15387.970615096656,7986,4696,9807,9402,112263.34800634158
31903,39261791.08685716,15042.744917564036,7952,4779,9798,9368,112199.72834899735
31909,39649924.092508964,15057.817997771039,8123,4756,9590,9434,112168.3866433855
31915,39024021.362124875,15003.260489050119,7979,4876,9541,9513,112135.23636714424
31921,39454683.69287164,14681.819720578507,8159,4640,9713,9403,112071.09503146207
31927,39442712.13702422,14353.546535084455,8141,4732,9727,9321,112035.10377225028
31933,39147128.25176046,14370.959937346039,8094,4777,9639,9417,111988.0294291001
31939,39146046.84972709,13960.91886684945,8085,4708,9910,9230,111931.6334049489
31945,39246184.483252876,14035.425626868013,8155,4752,9647,9385,111857.03809258167
31951,38713021.30464082,13902.079708650232,7999,4866,9660,9420,111818.69247395293
31957,38989679.240105845,13528.413380426264,8126,4817,9689,9319,111722.13036158367
31963,39407808.527678795,13195.839783437075,8272,4704,9918,9063,111667.8754474567
31969,39048233.7306118,13449.35846127549,8228,4791,9701,9243,111621.76785852047
31975,39343941.08886739,12997.148711335294,8297,4863,9750,9059,111564.64007040426
31981,39197290.62279921,13151.455877965418,8247,4792,9681,9255,111508.49780849204
31987,38968943.81970966,13174.895235199108,8222,4799,9717,9243,111452.64006411619
31993,39409960.410724714,12976.58686633442,8298,4775,9775,9139,111400.82015152756
31999,39093493.959493235,13274.582065838824,8216,4797,9669,9311,70288.2908970404
32005,39234772.02243772,13058.368655023034,8297,4772,9763,9167,70226.09703953989
32011,39586985.56242974,12851.32911413846,8353,4816,9704,9132,70176.21617848605
32017,39353446.31688212,12954.79948541047,8330,4712,9773,9196,70130.88305535645
32023,39554922.71058442,12815.920825905681,8347,4774,9788,9108,70083.00315558897
32029,39296314.71190625,12904.383179662009,8275,4781,9825,9142,70046.5851685977
32035,39452384.73479531,13071.385231268703,8371,4854,9588,9216,70005.02435257589
32041,39581294.76763687,12889.282144922638,8428,4776,9738,9093,69954.48470861485
32047,39155483.323490866,12641.814996591229,8313,4844,9803,9081,69887.27984083054
32053,39164564.96349104,12936.394523846093,8313,4741,9772,9221,69837.11112738778
32059,39540701.572037295,12581.010003327352,8427,4839,9792,8995,69786.75565665179
32065,39521639.24631412,12776.770294229895,8442,4724,9821,9072,69743.3689079303
32071,39749660.113906115,12562.143738061333,8426,4816,9802,9021,69683.73977855344
32077,39158896.45745568,12760.750057099516,8261,4817,9939,9054,69627.27697061343
32083,39498950.964974724,12653.059312213181,8402,4890,9740,9045,69567.66830454057
32089,39371171.210249774,12839.679957297594,8373,4773,9744,9193,69503.18857804316
32095,39409504.1718495,12764.403069631358,8374,4816,9755,9144,69457.318163523
32101,39680837.34130009,12609.078784967058,8456,4887,9716,9036,69399.13661083778
32107,39604305.53236126,12883.717782380783,8432,4804,9682,9183,69355.87165683838
32113,39691260.78534451,12782.926772393765,8441,4681,9807,9178,69318.90046500444
32119,39495309.96413265,12688.630833625748,8424,4740,9781,9168,69261.76658516962
32125,39346557.344266586,12723.720099593113,8291,4830,9830,9168,69207.60011974181
32131,39360456.15632726,12860.302037249468,8402,4814,9743,9166,69152.99519851005
32137,39533620.07383138,12856.2399744823,8438,4846,9626,9221,69102.21282430369
32143,39566593.04637455,12688.391832108478,8413,4862,9738,9124,69069.94880963067
32149,39994859.39057318,12585.924431749434,8510,4826,9764,9043,69056.86618814201
32155,39399686.4024764,12590.978480024896,8364,4882,9834,9069,69005.11925926147
32161,39537069.550272696,12823.57644256485,8415,4769,9759,9212,68964.4006035015
32167,39622110.91890766,12667.565211276358,8438,4820,9834,9069,68919.1726315006
32173,39464119.058034435,12735.6761160293,8353,4749,9881,9184,68858.45649284679
32179,39878867.40211453,12509.208582179079,8486,4833,9831,9023,68801.35496047486
32185,39722479.79239546,12638.48460107063,8439,4835,9781,9124,68768.18270517468
32191,39255515.124778226,12675.994840428344,8305,4867,9881,9132,68722.6976479565
32197,39765033.75911258,12674.548339429044,8513,4749,9739,9190,68675.07345691397
32203,39948443.935002156,12419.990383388815,8504,4779,9950,8964,68615.74746520708
32209,39522831.109631784,12672.794658217004,8405,4783,9866,9149,68572.96873658939
32215,39789330.63156093,12502.886896297401,8465,4926,9758,9060,68524.17959543788
32221,39841079.317215405,12481.116721047774,8495,4719,9905,9096,68471.70337268838
32227,39779154.39656468,12751.046192680296,8470,4771,9840,9140,68429.57619334065
32233,40244042.24395807,12276.88185091413,8570,4814,9954,8889,68369.46908114811
32239,39677587.989488274,12641.72610803284,8433,4869,9783,9148,68301.89902685878
32245,39395825.323984824,12505.096262884808,8342,4815,9943,9139,68250.43687371879
32251,39770921.44335877,12702.353488962566,8506,4800,9807,9132,68215.69478802408
32257,39656047.11710102,12652.762523903539,8435,4851,9789,9176,68167.13804714922
32263,39881832.441169575,12341.076628333685,8449,4849,9962,8997,68118.92494937552
32269,39987921.365632735,12546.8111001332,8561,4840,9738,9124,68076.20687076032
32275,39787125.156507164,12490.401714296488,8435,4833,9915,9086,68006.36744214427
32281,39863260.20009036,12411.336457700876,8447,4835,9900,9093,67941.84163994378
32287,39834805.96439781,12402.511764700452,8470,4779,10034,8998,67878.62790187013
32293,39981485.41308253,12520.246648310287,8513,4888,9854,9032,67830.10201125177
32299,39581707.644439705,12585.906534777288,8384,4926,9794,9189,67789.54895692566
32305,39894245.4675732,12395.939559756345,8444,4828,9963,9064,67751.50708157192
32311,39810112.8209424,12608.328772874343,8433,4811,9942,9119,67693.38498805216
32317,40004663.469030015,12492.021302185702,8476,4781,9952,9102,67633.94369182999
32323,40173193.2016873,12217.17683710402,8546,4837,9959,8975,67586.3665278379
32329,40111972.98108867,12374.598419542914,8518,4896,9791,9118,67533.05424142031
32335,39940552.78701812,12456.95500558055,8514,4852,9836,9127,67479.47651721405
32341,39548253.73879537,12507.654121391706,8371,4926,9791,9247,67414.12617128235
32347,39858633.85223606,12429.424810278446,8434,4926,9904,9077,67358.07705307596
32353,39955660.296909265,12452.790494585077,8499,4825,9888,9135,67293.6912145083
32359,39911167.06291076,12391.856224998875,8427,4931,9908,9087,43788.41485108241
32365,40298606.63077929,12326.886798686834,8608,4742,9948,9061,43759.23177469222
32371,40291175.38858564,12234.13756263212,8601,4903,9864,8997,43724.1334223078
